Date,RELIANCE.NS_close,ADANIPOWER.NS_close,returns,mean,zscore,longs,shorts,exits,long_market,short_market,ret_RELIANCE.NS,ret_ADANIPOWER.NS,RELIANCE.NS,ADANIPOWER.NS,total
2022-07-12,2404.690185546875,292.75,2.1058573507854694,2.237283017358069,,0.0,0.0,0.0,0.0,0.0,,,,,
2022-07-13,2362.0693359375,286.6499938964844,2.109031413022266,2.236171960721215,,0.0,0.0,0.0,0.0,0.0,-1.7724050218836052,-2.083691239458796,-0.0,0.0,0.0
2022-07-14,2381.541748046875,283.70001220703125,2.127585965392256,2.2332490504510543,,0.0,0.0,0.0,0.0,0.0,0.8243793614824746,-1.0291232346994028,0.0,0.0,0.0
2022-07-15,2386.16162109375,286.75,2.1188305816107085,2.228071149341674,,0.0,0.0,0.0,0.0,0.0,0.1939866496425635,1.0750749600754395,0.0,-0.0,0.0
2022-07-18,2406.478515625,289.8500061035156,2.1165561922161924,2.2245868348482265,,0.0,0.0,0.0,0.0,0.0,0.851446706360881,1.081083209595679,0.0,-0.0,0.0
2022-07-19,2421.231689453125,293.3500061035156,2.110665196079017,2.2200634879578667,,0.0,0.0,0.0,0.0,0.0,0.6130606914765302,1.2075211061924218,0.0,-0.0,0.0
2022-07-20,2486.70263671875,289.8999938964844,2.149176854719731,2.216615736666789,,0.0,0.0,0.0,0.0,0.0,2.7040347914995655,-1.1760736782851278,0.0,0.0,0.0
2022-07-21,2470.111328125,294.0,2.1284387333830086,2.211953569603352,,0.0,0.0,0.0,0.0,0.0,-0.6672011501802411,1.4142829216407637,-0.0,-0.0,-0.0
2022-07-22,2486.80224609375,291.29998779296875,2.144399303541176,2.2079471523582366,,0.0,0.0,0.0,0.0,0.0,0.675715210837069,-0.9183714989902225,0.0,0.0,0.0
2022-07-25,2404.640380859375,291.70001220703125,2.109429722849396,2.201715120915258,,0.0,0.0,0.0,0.0,0.0,-3.3039163191779464,0.13732386914715455,-0.0,-0.0,-0.0
2022-07-26,2405.7333984375,297.70001220703125,2.0895237744019193,2.1953143411850164,,0.0,0.0,0.0,0.0,0.0,0.04545451314987847,2.0569076958905086,0.0,-0.0,0.0
2022-07-27,2403.4482421875,312.45001220703125,2.0402152573073606,2.1883440354801253,,0.0,0.0,0.0,0.0,0.0,-0.09498792557330882,4.954652131402115,-0.0,-0.0,-0.0
2022-07-28,2441.1015625,321.95001220703125,2.0258083845506936,2.179762832091873,,0.0,0.0,0.0,0.0,0.0,1.566637452455799,3.0404863590484554,0.0,-0.0,0.0
2022-07-29,2493.110595703125,313.95001220703125,2.072052668593606,2.172590866670668,,0.0,0.0,0.0,0.0,0.0,2.1305558933754964,-2.484857802973328,0.0,0.0,0.0
2022-08-01,2558.084716796875,321.8500061035156,2.0729284825004184,2.164350128210184,,0.0,0.0,0.0,0.0,0.0,2.6061467632335633,2.51632221351048,0.0,-0.0,0.0
2022-08-02,2567.82080078125,328.54998779296875,2.0561238845581427,2.155785288999146,,0.0,0.0,0.0,0.0,0.0,0.38060052978097225,2.081709356034067,0.0,-0.0,0.0
2022-08-03,2589.3798828125,339.6000061035156,2.031405226130873,2.1465271642114936,,0.0,0.0,0.0,0.0,0.0,0.8395867042081173,3.363268519586704,0.0,-0.0,0.0
2022-08-04,2555.154052734375,347.25,1.9958228137979843,2.137335019719538,,0.0,0.0,0.0,0.0,0.0,-1.321777090542231,2.2526483389262664,-0.0,-0.0,-0.0
2022-08-05,2517.5009765625,332.04998779296875,2.0257364892781826,2.130196856138144,,0.0,0.0,0.0,0.0,0.0,-1.4736127605136318,-4.377253335358167,-0.0,0.0,0.0
2022-08-08,2550.434814453125,328.6000061035156,2.0491779149107052,2.124987326269977,,0.0,0.0,0.0,0.0,0.0,1.3081956351649326,-1.0389946743814327,0.0,0.0,0.0
2022-08-10,2565.684814453125,339.75,2.0217706531319313,2.1180735095688306,,0.0,0.0,0.0,0.0,0.0,0.597937258132597,3.3931812810045647,0.0,-0.0,0.0
2022-08-11,2574.229248046875,342.3999938964844,2.0173258207035776,2.11030226252488,,0.0,0.0,0.0,0.0,0.0,0.33302740639136186,0.7799834868239541,0.0,-0.0,0.0
2022-08-12,2615.85595703125,345.1499938964844,2.0253675612983595,2.1016986402389124,,0.0,0.0,0.0,0.0,0.0,1.6170552415235795,0.8031542199242514,0.0,-0.0,0.0
2022-08-16,2634.036865234375,362.3500061035156,1.9836622657185623,2.094247186615449,,0.0,0.0,0.0,0.0,0.0,0.6950271154746002,4.983344201416906,0.0,-0.0,0.0
2022-08-17,2647.796630859375,380.45001220703125,1.9401283183642677,2.0850786351700017,,0.0,0.0,0.0,0.0,0.0,0.5223831832655623,4.9951720156297785,0.0,-0.0,0.0
2022-08-18,2651.93212890625,399.45001220703125,1.8929551270721559,2.0742022181033106,,0.0,0.0,0.0,0.0,0.0,0.1561863928172258,4.994085790608582,0.0,-0.0,0.0
2022-08-19,2604.6494140625,411.95001220703125,1.8441513508028136,2.0619871248807016,,0.0,0.0,0.0,0.0,0.0,-1.7829534296283422,3.1293026957078585,-0.0,-0.0,-0.0
2022-08-22,2597.4248046875,432.5,1.792693447072694,2.0499845606804974,,0.0,0.0,0.0,0.0,0.0,-0.27737358187226446,4.988466363399713,-0.0,-0.0,-0.0
2022-08-23,2637.4833984375,410.8999938964844,1.8592306222978854,2.039660397709888,,0.0,0.0,0.0,0.0,0.0,1.5422426735013595,-4.994221064396676,0.0,0.0,0.0
2022-08-24,2630.4580078125,390.3999938964844,1.9077414185621941,2.0321264264884515,-1.3128938028060342,0.0,0.0,0.0,0.0,0.0,-0.26636719795704034,-4.989048504382421,-0.0,0.0,0.0
2022-08-25,2622.78515625,393.5,1.8969110010108823,2.025161548162632,-1.3250117182388046,0.0,0.0,0.0,0.0,0.0,-0.291692607892291,0.7940589528640185,-0.0,-0.0,-0.0
2022-08-26,2608.78466796875,375.5,1.938381276210086,2.0194732102688926,-0.8385276063996289,0.0,0.0,0.0,0.0,0.0,-0.5338023302399519,-4.574332909783985,-0.0,0.0,0.0
2022-08-29,2588.506103515625,394.25,1.8818509684313673,2.0112820437035297,-1.3256351001031048,0.0,0.0,0.0,0.0,0.0,-0.7773184464823668,4.9933422103861425,-0.0,-0.0,-0.0
2022-08-30,2628.664306640625,413.95001220703125,1.848485904891636,2.0022705544795607,-1.5406210733155343,0.0,0.0,0.0,0.0,0.0,1.5514046140535864,4.996832519221628,0.0,-0.0,0.0
2022-09-01,2551.38720703125,408.5,1.8319005786939093,1.992782034028818,-1.5759530505994785,0.0,0.0,0.0,0.0,0.0,-2.939785784520099,-1.3165870386073308,-0.0,0.0,0.0
2022-09-02,2521.592529296875,401.25,1.8380612625312824,1.9836952362438933,-1.4090662510801508,0.0,0.0,0.0,0.0,0.0,-1.1677834572606294,-1.7747858017135854,-0.0,0.0,0.0
2022-09-05,2560.75439453125,389.8500061035156,1.8822951140145037,1.9747991782203858,-0.9245486008986655,0.0,0.0,0.0,0.0,0.0,1.5530608050022598,-2.8411199742017113,0.0,0.0,0.0
2022-09-06,2587.709228515625,407.75,1.847874054065483,1.965447022243135,-1.1961354529532897,0.0,0.0,0.0,0.0,0.0,1.0526130128660327,4.591507917465942,0.0,-0.0,0.0
2022-09-07,2572.662109375,406.29998779296875,1.8456047090514007,1.955487202426809,-1.161489422958008,0.0,0.0,0.0,0.0,0.0,-0.5814841549742544,-0.3556130489346998,-0.0,0.0,0.0
2022-09-08,2576.29931640625,401.8999938964844,1.8579059884627962,1.9471030779472558,-0.9738858030627816,0.0,0.0,0.0,0.0,0.0,0.14137911923979285,-1.082942168023493,0.0,0.0,0.0
2022-09-09,2560.256103515625,397.0,1.863926292218498,1.939583161874475,-0.852873266474978,0.0,0.0,0.0,0.0,0.0,-0.6227231746117168,-1.219207258248045,-0.0,0.0,0.0
2022-09-12,2588.90478515625,397.6000061035156,1.8735437122545178,1.934027443706047,-0.692049672525716,0.0,0.0,0.0,0.0,0.0,1.1189771836218165,0.15113503866892586,0.0,-0.0,0.0
2022-09-13,2610.528564453125,393.6000061035156,1.8919728142444632,1.9295662580291726,-0.43735998101624857,0.0,0.0,1.0,0.0,0.0,0.8352481489801056,-1.006036201860272,0.0,0.0,0.0
2022-09-14,2579.239013671875,384.54998779296875,1.9031758907070857,1.923937032099622,-0.25402700727256744,0.0,0.0,1.0,0.0,0.0,-1.1985906305455374,-2.299293234301103,-0.0,0.0,0.0
2022-09-15,2553.67919921875,399.20001220703125,1.855827846490152,1.9167003442326132,-0.7845669937082609,0.0,0.0,0.0,0.0,0.0,-0.990982778937477,3.8096541097667913,-0.0,-0.0,-0.0
2022-09-16,2490.40283203125,387.75,1.859838954249372,1.9101575132223205,-0.6836925222899543,0.0,0.0,0.0,0.0,0.0,-2.4778510631585315,-2.8682394431123193,-0.0,0.0,0.0
2022-09-19,2493.641357421875,391.8500061035156,1.8506201846680084,1.9041313451735584,-0.7571838130139901,0.0,0.0,0.0,0.0,0.0,0.13004022276923433,1.0573839080633363,0.0,-0.0,0.0
2022-09-20,2494.0400390625,398.25,1.8345792314759293,1.8987565590961566,-0.9223460838353014,0.0,0.0,0.0,0.0,0.0,0.01598793023858125,1.6332764570108793,0.0,-0.0,0.0
2022-09-21,2500.915771484375,390.5,1.856984283095688,1.8931314855567403,-0.5504152739259162,0.0,0.0,0.0,0.0,0.0,0.2756865292531385,-1.9460138104205882,0.0,0.0,0.0
2022-09-22,2477.348876953125,396.25,1.8328989409496135,1.885922186424704,-0.8906057377880022,0.0,0.0,0.0,0.0,0.0,-0.9423305974539997,1.472471190781044,-0.0,-0.0,-0.0
2022-09-23,2430.912841796875,385.6000061035156,1.8412215422893299,1.8799038827299508,-0.7134566002246484,0.0,0.0,0.0,0.0,0.0,-1.8744245345597599,-2.687695620563879,-0.0,0.0,0.0
2022-09-26,2368.981689453125,366.5,1.8662169535717843,1.874866920492224,-0.18160706531398962,0.0,0.0,1.0,0.0,0.0,-2.5476500547001013,-4.953321006532397,-0.0,0.0,0.0
2022-09-27,2387.815185546875,372.54998779296875,1.8577628542968498,1.869280096925507,-0.3008664053550865,0.0,0.0,1.0,0.0,0.0,0.7950038692826622,1.650747010359832,0.0,-0.0,0.0
2022-09-28,2324.23974609375,367.75,1.8437449141393,1.8646161852061984,-0.6553667793862156,0.0,0.0,0.0,0.0,0.0,-2.6624941426764748,-1.2884144276596121,-0.0,0.0,0.0
2022-09-29,2317.114990234375,369.45001220703125,1.8360627058566927,1.8611473314559457,-0.8689978095338111,0.0,0.0,0.0,0.0,0.0,-0.3065413484710122,0.46227388362507504,-0.0,-0.0,-0.0
2022-09-30,2369.38037109375,373.5,1.8474657485772472,1.8596310188394487,-0.42945185779264555,0.0,0.0,1.0,0.0,0.0,2.255623095083781,1.0962207766010978,0.0,-0.0,0.0
2022-10-03,2361.159423828125,354.8500061035156,1.895212876492359,1.861333069695767,1.1725703097226143,0.0,0.0,0.0,0.0,0.0,-0.34696612523340553,-4.993304925430886,-0.0,0.0,0.0
2022-10-04,2404.70556640625,352.5,1.9201321271822045,1.8655810256994174,1.9621550288872485,0.0,0.0,0.0,0.0,0.0,1.8442694778959101,-0.6622533642651529,0.0,0.0,0.0
2022-10-06,2413.57421875,370.1000061035156,1.8750907502460568,1.866109696631023,0.32274035192638045,0.0,0.0,1.0,0.0,0.0,0.3688040842773077,4.992909532912226,0.0,-0.0,0.0
2022-10-07,2423.7880859375,372.8500061035156,1.8719107097147563,1.8649153396694418,0.2617422973564426,0.0,0.0,1.0,0.0,0.0,0.42318430103176485,0.7430424087133902,0.0,-0.0,0.0
2022-10-10,2397.33154296875,365.3500061035156,1.881255725724862,1.864393497159908,0.6429070649075009,0.0,0.0,0.0,0.0,0.0,-1.0915369673713426,-2.011532755055867,-0.0,0.0,0.0
2022-10-11,2349.60009765625,356.8500061035156,1.88468487892639,1.8626036172504512,0.9777443907076465,0.0,0.0,0.0,0.0,0.0,-1.991023955468063,-2.326536159299164,-0.0,0.0,0.0
2022-10-12,2366.88916015625,356.79998779296875,1.8921564147828132,1.8629471321288331,1.2720732222231323,0.0,0.0,0.0,0.0,0.0,0.735830004316318,-0.014016620342260921,0.0,0.0,0.0
2022-10-13,2374.41259765625,346.8500061035156,1.9236129311473695,1.8654513663373573,2.2982106632867083,0.0,1.0,0.0,0.0,0.0,0.31786184273636664,-2.7886720935726417,0.0,0.0,0.0
2022-10-14,2362.35498046875,331.25,1.9645408962548239,1.8698727102560544,3.1211181449875345,0.0,1.0,0.0,0.0,1.0,-0.5078147411870182,-4.4976231307488845,0.5078147411870182,-4.4976231307488845,-3.9898083895618663
2022-10-17,2400.271240234375,340.6499938964844,1.9524814874120324,1.8736867177520795,2.369970000362902,0.0,1.0,0.0,0.0,1.0,1.605019570687105,2.837734006485859,-1.605019570687105,2.837734006485859,1.232714435798754
2022-10-18,2442.62158203125,345.6000061035156,1.9555451057871238,1.8761283841445002,2.1795150526120786,0.0,1.0,0.0,0.0,1.0,1.7643981682978316,1.4531079688013815,-1.7643981682978316,1.4531079688013815,-0.3112901994964501
2022-10-19,2485.121337890625,333.6000061035156,2.0081340766831732,1.8814703848984233,2.927872671833271,0.0,1.0,0.0,0.0,1.0,1.739923865899562,-3.4722221609005732,-1.739923865899562,-3.4722221609005732,-5.212146026800135
2022-10-20,2491.7978515625,338.45001220703125,1.996383350639291,1.8864963396180194,2.3133339307504626,0.0,1.0,0.0,0.0,1.0,0.26865946423131337,1.4538387334473546,-0.26865946423131337,1.4538387334473546,1.1851792692160412
2022-10-21,2462.900146484375,332.20001220703125,2.0033576219542333,1.8913447274010673,2.165815249860144,0.0,1.0,0.0,0.0,1.0,-1.1597130585855653,-1.8466537965957763,1.1597130585855653,-1.8466537965957763,-0.686940738010211
2022-10-24,2471.12109375,335.54998779296875,1.9966562705320245,1.895769060011518,1.8385508155183463,0.0,0.0,0.0,0.0,1.0,0.33379133447044573,1.008421271173754,-0.33379133447044573,1.008421271173754,0.6746299367033082
2022-10-25,2432.955810546875,332.3500061035156,1.99067353122902,1.8996733873106681,1.586792328603844,0.0,0.0,0.0,0.0,1.0,-1.544452163823673,-0.9536527509658166,1.544452163823673,-0.9536527509658166,0.5907994128578564
2022-10-27,2442.521728515625,337.3999938964844,1.9795171278699368,1.9025915310981842,1.300684356452149,0.0,0.0,0.0,0.0,1.0,0.3931809171083822,1.5194787724468473,-0.3931809171083822,1.5194787724468473,1.126297855338465
2022-10-28,2517.2578125,333.29998779296875,2.021882469687233,1.906548417064189,1.8299349668630038,0.0,0.0,0.0,0.0,1.0,3.059791981043869,-1.2151766975945888,-3.059791981043869,-1.2151766975945888,-4.274968678638458
2022-10-31,2540.62548828125,334.8999938964844,2.02633362335031,1.9122319429595274,1.7310071245501772,0.0,0.0,0.0,0.0,1.0,0.9282988681259763,0.4800498536200015,-0.9282988681259763,0.4800498536200015,-0.44824901450597476
2022-11-01,2520.945068359375,348.8999938964844,1.9776038066279769,1.9161574380388147,0.9282680386443077,0.0,0.0,0.0,0.0,1.0,-0.774628925540255,4.180352420169742,0.774628925540255,4.180352420169742,4.954981345709997
2022-11-02,2536.689208984375,343.1499938964844,2.0004473971706442,1.921151678455569,1.1883175694497643,0.0,0.0,0.0,0.0,1.0,0.6245332682019322,-1.6480367155598086,-0.6245332682019322,-1.6480367155598086,-2.272569983761741
2022-11-03,2546.15576171875,336.75,2.0229991409495303,1.9274323421046888,1.4228480681845426,0.0,0.0,0.0,0.0,1.0,0.37318535912269635,-1.8650718374819575,-0.37318535912269635,-1.8650718374819575,-2.238257196604654
2022-11-04,2583.62353515625,346.8500061035156,2.0080557361312628,1.9324680572058748,1.1220637877981643,0.0,0.0,0.0,0.0,1.0,1.4715428647698925,2.9992594219794055,-1.4715428647698925,2.9992594219794055,1.527716557209513
2022-11-07,2597.4248046875,348.6000061035156,2.008350622850057,1.9383164466025562,1.0607176273903431,0.0,0.0,0.0,0.0,1.0,0.5341826834850849,0.5045408589319011,-0.5341826834850849,0.5045408589319011,-0.02964182455318376
2022-11-09,2594.833984375,365.79998779296875,1.9591911157748259,1.9422487657187395,0.2667744777511147,0.0,0.0,1.0,0.0,1.0,-0.09974572922474279,4.934016462508506,0.09974572922474279,4.934016462508506,5.033762191733249
2022-11-10,2563.44482421875,371.3999938964844,1.9318276348945835,1.9444357884294994,-0.20365578329186768,0.0,0.0,1.0,0.0,0.0,-1.2096789368900795,1.5308929170017027,-0.0,-0.0,-0.0
2022-11-11,2622.5361328125,360.20001220703125,1.9852376515469485,1.9486849483378361,0.6081628292153086,0.0,0.0,0.0,0.0,0.0,2.3051523495052795,-3.0156117053073417,0.0,0.0,0.0
2022-11-14,2609.8310546875,359.79998779296875,1.9814924806277092,1.9532765338874498,0.49509315121494674,0.0,0.0,1.0,0.0,0.0,-0.4844576959698421,-0.11105619114543108,-0.0,0.0,0.0
2022-11-15,2598.122314453125,357.04998779296875,1.9846684825517622,1.9582300597772855,0.5011780844646032,0.0,0.0,0.0,0.0,0.0,-0.4486397774041695,-0.7643135334352347,-0.0,0.0,0.0
2022-11-16,2583.22509765625,345.1499938964844,2.0128148476542758,1.9637416964131864,0.995276246421883,0.0,0.0,0.0,0.0,0.0,-0.5733839671059004,-3.332864949818859,-0.0,0.0,0.0
2022-11-17,2589.9013671875,336.0,2.042263911838247,1.9686433975913826,1.4852670830005632,0.0,0.0,0.0,0.0,0.0,0.2584470682522877,-2.65101957360272,0.0,0.0,0.0
2022-11-18,2588.506103515625,336.5,2.040238045189733,1.9726469281916335,1.342212408624248,0.0,0.0,0.0,0.0,0.0,-0.05387323585184234,0.14880952380953438,-0.0,-0.0,-0.0
2022-11-21,2541.920654296875,331.20001220703125,2.037952778006221,1.9780756624503057,1.2419741089296203,0.0,0.0,0.0,0.0,0.0,-1.7997040515175589,-1.575033519455793,-0.0,0.0,0.0
2022-11-22,2556.02099609375,328.5,2.0516701919731966,1.9840676451922536,1.4804022350767752,0.0,0.0,0.0,0.0,0.0,0.5547121139694022,-0.8152210469556054,0.0,0.0,0.0
2022-11-23,2548.04931640625,325.95001220703125,2.0563393386310844,1.989903765622461,1.5380939098396174,0.0,0.0,0.0,0.0,0.0,-0.3118784900312921,-0.776251991771304,-0.0,0.0,0.0
2022-11-24,2570.021728515625,324.95001220703125,2.0679982706226325,1.9960142120123359,1.7691301048675439,0.0,0.0,0.0,0.0,0.0,0.8623228745181732,-0.30679550929570976,0.0,0.0,0.0
2022-11-25,2608.38623046875,323.95001220703125,2.0858977860087204,2.0024722577198664,2.1404614625258893,0.0,1.0,0.0,0.0,0.0,1.4927695562824361,-0.30773964069368276,0.0,0.0,0.0
2022-11-28,2698.01953125,328.25,2.106497762717229,2.0085684187721946,2.4186712180371543,0.0,1.0,0.0,0.0,1.0,3.43635078786404,1.3273615159553387,-3.43635078786404,1.3273615159553387,-2.108989271908701
2022-11-29,2702.653076171875,324.70001220703125,2.119087473637419,2.0137199713516143,2.3762274141025004,0.0,1.0,0.0,0.0,1.0,0.17173874644740295,-1.0814890458396786,-0.17173874644740295,-1.0814890458396786,-1.2532277922870816
2022-11-30,2721.735595703125,332.75,2.101633585179651,2.0186917079438684,1.8195536504252472,0.0,0.0,0.0,0.0,1.0,0.7060661873139473,2.4792077272347113,-0.7060661873139473,2.4792077272347113,1.773141539920764
2022-12-01,2713.714111328125,330.3999938964844,2.1057694731789227,2.0236991868569287,1.7594094135550966,0.0,0.0,0.0,0.0,1.0,-0.29471945723397175,-0.7062377471121373,0.29471945723397175,-0.7062377471121373,-0.4115182898781655
2022-12-02,2712.56787109375,325.29998779296875,2.1209032231832143,2.02745815840693,1.876899282296158,0.0,0.0,0.0,0.0,1.0,-0.04223879846407819,-1.5435854109348113,0.04223879846407819,-1.5435854109348113,-1.501346612470733
2022-12-05,2673.0078125,323.04998779296875,2.113152566663269,2.031350465607729,1.5792636198905177,0.0,0.0,0.0,0.0,1.0,-1.4583988483871102,-0.6916692543597502,1.4583988483871102,-0.6916692543597502,0.76672959402736
2022-12-06,2680.73046875,324.79998779296875,2.110635028628485,2.0349263791635375,1.4157939997442683,0.0,0.0,0.0,0.0,1.0,0.2889125955369831,0.5417118297870172,-0.2889125955369831,0.5417118297870172,0.25279923425003403
2022-12-07,2641.170166015625,324.45001220703125,2.0968458639483907,2.0382660322774164,1.0822775981012605,0.0,0.0,0.0,0.0,1.0,-1.4757284701144013,-0.10775110809443378,1.4757284701144013,-0.10775110809443378,1.3679773620199676
2022-12-08,2639.924560546875,323.75,2.0985340071678995,2.041861381475379,1.0410582375154016,0.0,0.0,0.0,0.0,1.0,-0.04716112141418538,-0.21575348457208987,0.04716112141418538,-0.21575348457208987,-0.1685923631579045
2022-12-09,2599.916015625,316.04998779296875,2.107334031510598,2.0461219449300674,1.1253945992672534,0.0,0.0,0.0,0.0,1.0,-1.5155184932097887,-2.378382148889957,1.5155184932097887,-2.378382148889957,-0.8628636556801683
2022-12-12,2603.90185546875,310.20001220703125,2.1275490226114533,2.0496441633608753,1.3871844840710545,0.0,0.0,0.0,0.0,1.0,0.15330648450933015,-1.8509652940627785,-0.15330648450933015,-1.8509652940627785,-2.0042717785721087
2022-12-13,2615.760009765625,323.0,2.0916576457598888,2.0518216307745276,0.705176322941989,0.0,0.0,0.0,0.0,1.0,0.45539943342989275,4.1263659862224245,-0.45539943342989275,4.1263659862224245,3.6709665527925317
2022-12-14,2606.29345703125,319.3500061035156,2.0993966604488645,2.055881392568557,0.7863568121987367,0.0,0.0,0.0,0.0,1.0,-0.3619044827901985,-1.1300290701189986,0.3619044827901985,-1.1300290701189986,-0.7681245873288001
2022-12-15,2569.274169921875,315.45001220703125,2.0973784843311245,2.05911242880724,0.6980706069003114,0.0,0.0,0.0,0.0,1.0,-1.4203806179041156,-1.2212286901351121,1.4203806179041156,-1.2212286901351121,0.19915192776900348
2022-12-16,2556.569091796875,307.8999938964844,2.116646404980122,2.0622340042749263,0.9830027724646446,0.0,0.0,0.0,0.0,1.0,-0.49450067547234244,-2.3934119570081847,0.49450067547234244,-2.3934119570081847,-1.8989112815358422
2022-12-19,2590.150390625,305.79998779296875,2.1365399653095922,2.066516811914204,1.2507758197283767,0.0,0.0,0.0,0.0,1.0,1.313529876265629,-0.6820416190789658,-1.313529876265629,-0.6820416190789658,-1.9955714953445947
2022-12-20,2612.5712890625,305.75,2.1453224090129086,2.0710825381196325,1.3103213069112765,0.0,0.0,0.0,0.0,1.0,0.8656214912713844,-0.01634656473649132,-0.8656214912713844,-0.01634656473649132,-0.8819680560078758
2022-12-21,2575.402587890625,290.5,2.1821575693971873,2.078514753240378,1.847620391801925,0.0,0.0,0.0,0.0,1.0,-1.4226865818927625,-4.987735077677846,1.4226865818927625,-4.987735077677846,-3.5650484957850836
2022-12-22,2568.72607421875,276.0,2.230764498311268,2.0884793153542676,2.5549789617824064,0.0,1.0,0.0,0.0,1.0,-0.2592415532727821,-4.991394148020656,0.2592415532727821,-4.991394148020656,-4.732152594747873
2022-12-23,2493.39208984375,262.20001220703125,2.2522917295823253,2.0973811179554462,2.590089700774465,0.0,1.0,0.0,0.0,1.0,-2.9327371700352267,-4.999995577162586,2.9327371700352267,-4.999995577162586,-2.0672584071273596
2022-12-26,2515.165283203125,275.29998779296875,2.21223243153416,2.105072449652328,1.8093545009140855,0.0,0.0,0.0,0.0,1.0,0.8732358399652806,4.996176573628008,-0.8732358399652806,4.996176573628008,4.122940733662728
2022-12-27,2535.74267578125,289.04998779296875,2.171642200571391,2.1113049069196492,1.0801430642699201,0.0,0.0,0.0,0.0,1.0,0.8181328167793156,4.99455161993696,-0.8181328167793156,4.99455161993696,4.176418803157644
2022-12-28,2535.493408203125,303.5,2.1227619249305736,2.1149698094955256,0.14787820287746822,0.0,0.0,1.0,0.0,1.0,-0.009830160627333218,4.999139532010988,0.009830160627333218,4.999139532010988,5.0089696926383205
